school,schgend,type,schavg,student,intake,sex,vr,normexam,standLRT
25,girls,Sngl,-0.649018,168,top 25%,F,bottom 25%,-1.118624,-1.943136
26,mixed,Mxd,-0.654875,2,bottom 25%,M,bottom 25%,0.6787592,0.0404992
26,mixed,Mxd,-0.654875,4,top 25%,M,bottom 25%,-1.438662,-2.686999
26,mixed,Mxd,-0.654875,5,mid 50%,F,bottom 25%,0.0735362,-0.703364
26,mixed,Mxd,-0.654875,8,mid 50%,M,bottom 25%,-0.623051,0.2058022
26,mixed,Mxd,-0.654875,9,mid 50%,M,bottom 25%,0.1340672,-1.116621
26,mixed,Mxd,-0.654875,11,bottom 25%,F,bottom 25%,1.0396082,0.0404992
26,mixed,Mxd,-0.654875,12,mid 50%,F,bottom 25%,-0.492781,-1.447227
26,mixed,Mxd,-0.654875,14,mid 50%,F,bottom 25%,-0.492781,-0.620713
26,mixed,Mxd,-0.654875,15,mid 50%,F,bottom 25%,0.1340672,-0.620713
26,mixed,Mxd,-0.654875,18,mid 50%,M,bottom 25%,0.1941492,0.1231502
26,mixed,Mxd,-0.654875,19,mid 50%,M,bottom 25%,0.8219882,0.4537562
26,mixed,Mxd,-0.654875,21,top 25%,M,bottom 25%,-1.219486,0.2884532
26,mixed,Mxd,-0.654875,22,mid 50%,F,bottom 25%,-0.419801,-0.951318
26,mixed,Mxd,-0.654875,24,bottom 25%,F,bottom 25%,1.1758492,0.9496652
26,mixed,Mxd,-0.654875,26,mid 50%,M,bottom 25%,-0.699505,-0.124804
26,mixed,Mxd,-0.654875,28,mid 50%,F,bottom 25%,-1.526653,0.9496652
26,mixed,Mxd,-0.654875,29,bottom 25%,F,bottom 25%,1.1758492,0.5364082
26,mixed,Mxd,-0.654875,31,mid 50%,F,bottom 25%,-0.129085,-1.199273
26,mixed,Mxd,-0.654875,32,mid 50%,M,bottom 25%,1.0396082,-1.116621
26,mixed,Mxd,-0.654875,34,top 25%,F,bottom 25%,0.4026692,-0.703364
26,mixed,Mxd,-0.654875,35,bottom 25%,F,bottom 25%,0.0735362,0.1231502
26,mixed,Mxd,-0.654875,41,top 25%,M,bottom 25%,-0.623051,-2.108439
26,mixed,Mxd,-0.654875,42,bottom 25%,M,bottom 25%,0.1941492,0.1231502
26,mixed,Mxd,-0.654875,44,top 25%,M,bottom 25%,-2.108644,-1.695182
26,mixed,Mxd,-0.654875,45,mid 50%,M,bottom 25%,-1.219486,-1.116621
26,mixed,Mxd,-0.654875,46,top 25%,F,bottom 25%,-0.699505,-1.281924
26,mixed,Mxd,-0.654875,51,mid 50%,M,bottom 25%,0.4026692,0.6190592
26,mixed,Mxd,-0.654875,53,bottom 25%,M,bottom 25%,-0.197611,0.4537562
26,mixed,Mxd,-0.654875,55,mid 50%,M,bottom 25%,-0.939378,-0.786016
26,mixed,Mxd,-0.654875,57,mid 50%,M,bottom 25%,0.1941492,0.2058022
26,mixed,Mxd,-0.654875,58,mid 50%,M,bottom 25%,0.7472282,-0.786016
26,mixed,Mxd,-0.654875,61,mid 50%,M,bottom 25%,-0.939378,-0.703364
26,mixed,Mxd,-0.654875,62,mid 50%,M,bottom 25%,-1.219486,-0.868667
26,mixed,Mxd,-0.654875,67,mid 50%,M,bottom 25%,-0.419801,-0.951318
26,mixed,Mxd,-0.654875,69,mid 50%,M,bottom 25%,0.4781942,1.5282252
26,mixed,Mxd,-0.654875,72,mid 50%,M,bottom 25%,0.0043222,-0.951318
26,mixed,Mxd,-0.654875,73,top 25%,F,bottom 25%,-1.62373,-2.19109
26,mixed,Mxd,-0.654875,76,top 25%,F,bottom 25%,-0.419801,-0.042152
26,mixed,Mxd,-0.654875,78,mid 50%,M,bottom 25%,-0.555112,-0.290107
26,mixed,Mxd,-0.654875,79,mid 50%,F,bottom 25%,0.4781942,-0.124804
26,mixed,Mxd,-0.654875,80,bottom 25%,F,bottom 25%,0.4026692,0.7017112
26,mixed,Mxd,-0.654875,81,mid 50%,F,bottom 25%,-0.338842,-0.951318
26,mixed,Mxd,-0.654875,83,top 25%,F,bottom 25%,-1.962075,-2.439045
26,mixed,Mxd,-0.654875,85,bottom 25%,F,bottom 25%,0.1941492,-0.124804
26,mixed,Mxd,-0.654875,87,bottom 25%,M,bottom 25%,0.7472282,-0.207455
26,mixed,Mxd,-0.654875,90,mid 50%,F,bottom 25%,-0.492781,0.0404992
26,mixed,Mxd,-0.654875,92,top 25%,M,bottom 25%,-1.219486,-0.620713
26,mixed,Mxd,-0.654875,93,top 25%,M,bottom 25%,-1.029067,-1.777833
26,mixed,Mxd,-0.654875,95,top 25%,F,bottom 25%,-0.197611,-1.529879
26,mixed,Mxd,-0.654875,96,bottom 25%,M,bottom 25%,0.6107292,0.5364082
26,mixed,Mxd,-0.654875,97,mid 50%,M,bottom 25%,-0.419801,-1.695182
26,mixed,Mxd,-0.654875,101,mid 50%,M,bottom 25%,-0.85267,-1.116621
26,mixed,Mxd,-0.654875,102,mid 50%,F,bottom 25%,0.1340672,0.4537562
26,mixed,Mxd,-0.654875,106,mid 50%,F,bottom 25%,-0.492781,-1.199273
26,mixed,Mxd,-0.654875,107,mid 50%,M,bottom 25%,-0.265159,0.2058022
26,mixed,Mxd,-0.654875,108,top 25%,M,bottom 25%,-1.335315,-1.943136
26,mixed,Mxd,-0.654875,110,mid 50%,F,bottom 25%,-0.492781,-2.521696
26,mixed,Mxd,-0.654875,115,mid 50%,F,bottom 25%,-0.776109,-0.951318
26,mixed,Mxd,-0.654875,118,mid 50%,M,bottom 25%,-1.438662,-1.695182
26,mixed,Mxd,-0.654875,119,mid 50%,M,bottom 25%,-0.776109,-0.703364
26,mixed,Mxd,-0.654875,120,mid 50%,M,bottom 25%,-0.197611,-0.124804
26,mixed,Mxd,-0.654875,122,top 25%,M,bottom 25%,-2.75266,-0.951318
26,mixed,Mxd,-0.654875,126,bottom 25%,F,bottom 25%,0.6787592,-0.207455
26,mixed,Mxd,-0.654875,127,bottom 25%,M,bottom 25%,0.4026692,-0.124804
26,mixed,Mxd,-0.654875,130,bottom 25%,F,bottom 25%,1.5792202,0.9496652
26,mixed,Mxd,-0.654875,131,top 25%,M,bottom 25%,-0.492781,-1.695182
26,mixed,Mxd,-0.654875,136,top 25%,M,bottom 25%,-2.108644,-2.76965
26,mixed,Mxd,-0.654875,138,mid 50%,M,bottom 25%,-1.335315,-1.860484
26,mixed,Mxd,-0.654875,144,mid 50%,M,bottom 25%,-0.776109,-0.620713
26,mixed,Mxd,-0.654875,147,top 25%,F,bottom 25%,-1.219486,-0.538061
26,mixed,Mxd,-0.654875,148,mid 50%,F,bottom 25%,-1.219486,-0.620713
26,mixed,Mxd,-0.654875,149,top 25%,M,bottom 25%,-0.419801,-0.372758
26,mixed,Mxd,-0.654875,150,mid 50%,M,bottom 25%,-0.419801,-1.777833
27,boys,Sngl,-0.635548,1,mid 50%,M,bottom 25%,0.2613242,-0.951318
27,boys,Sngl,-0.635548,3,mid 50%,M,bottom 25%,0.5443412,0.1231502
27,boys,Sngl,-0.635548,9,mid 50%,M,bottom 25%,1.3101422,0.7017112
27,boys,Sngl,-0.635548,10,top 25%,M,bottom 25%,0.0043222,-2.934953
27,boys,Sngl,-0.635548,12,top 25%,M,bottom 25%,-2.291731,-2.356393
27,boys,Sngl,-0.635548,13,top 25%,M,bottom 25%,-0.062088,-0.290107
27,boys,Sngl,-0.635548,15,top 25%,M,bottom 25%,-1.526653,-0.786016
27,boys,Sngl,-0.635548,17,top 25%,M,bottom 25%,-0.623051,-1.281924
27,boys,Sngl,-0.635548,26,mid 50%,M,bottom 25%,-1.118624,-0.786016
27,boys,Sngl,-0.635548,31,mid 50%,M,bottom 25%,-0.265159,-0.45541
27,boys,Sngl,-0.635548,34,mid 50%,M,bottom 25%,-1.438662,-1.447227
27,boys,Sngl,-0.635548,37,mid 50%,M,bottom 25%,0.1941492,-0.042152
27,boys,Sngl,-0.635548,38,mid 50%,M,bottom 25%,-1.335315,-0.207455
27,boys,Sngl,-0.635548,47,mid 50%,M,bottom 25%,-0.197611,-0.620713
27,boys,Sngl,-0.635548,49,mid 50%,M,bottom 25%,-0.85267,-0.042152
27,boys,Sngl,-0.635548,50,bottom 25%,M,bottom 25%,0.7472282,1.0323172
27,boys,Sngl,-0.635548,52,top 25%,M,bottom 25%,-1.526653,-2.521696
27,boys,Sngl,-0.635548,58,top 25%,M,bottom 25%,-1.029067,-1.03397
27,boys,Sngl,-0.635548,59,top 25%,M,bottom 25%,-1.029067,-1.364576
27,boys,Sngl,-0.635548,60,mid 50%,M,bottom 25%,0.7472282,0.7017112
27,boys,Sngl,-0.635548,66,mid 50%,M,bottom 25%,0.0735362,0.1231502
27,boys,Sngl,-0.635548,67,top 25%,M,bottom 25%,-1.723882,-1.943136
27,boys,Sngl,-0.635548,69,mid 50%,M,bottom 25%,-0.699505,-0.620713
27,boys,Sngl,-0.635548,70,top 25%,M,bottom 25%,0.3280722,-0.207455
27,boys,Sngl,-0.635548,73,mid 50%,M,bottom 25%,0.4026692,0.2884532
27,boys,Sngl,-0.635548,82,mid 50%,M,bottom 25%,-1.029067,0.0404992
27,boys,Sngl,-0.635548,84,mid 50%,M,bottom 25%,-0.062088,-0.703364
27,boys,Sngl,-0.635548,85,top 25%,M,bottom 25%,-1.118624,-1.03397
27,boys,Sngl,-0.635548,92,top 25%,M,bottom 25%,-0.699505,-2.686999
27,boys,Sngl,-0.635548,93,mid 50%,M,bottom 25%,-0.419801,-0.620713
27,boys,Sngl,-0.635548,94,mid 50%,M,bottom 25%,1.3747412,0.5364082
27,boys,Sngl,-0.635548,96,mid 50%,M,bottom 25%,0.5443412,-0.786016
27,boys,Sngl,-0.635548,99,top 25%,M,bottom 25%,0.0735362,-0.290107
27,boys,Sngl,-0.635548,103,mid 50%,M,bottom 25%,0.6787592,0.7843622
27,boys,Sngl,-0.635548,106,mid 50%,M,bottom 25%,0.1340672,-1.529879
27,boys,Sngl,-0.635548,110,mid 50%,M,bottom 25%,-1.029067,-0.951318
27,boys,Sngl,-0.635548,112,bottom 25%,M,bottom 25%,-0.062088,0.5364082
27,boys,Sngl,-0.635548,113,top 25%,M,bottom 25%,-0.85267,-1.364576
28,mixed,Mxd,-0.353908,2,mid 50%,M,bottom 25%,-1.029067,0.3711052
28,mixed,Mxd,-0.353908,3,mid 50%,M,bottom 25%,0.1941492,-0.703364
28,mixed,Mxd,-0.353908,4,bottom 25%,F,bottom 25%,-0.939378,0.8670142
28,mixed,Mxd,-0.353908,8,mid 50%,F,bottom 25%,-0.85267,-0.124804
28,mixed,Mxd,-0.353908,9,mid 50%,M,bottom 25%,-0.419801,0.1231502
28,mixed,Mxd,-0.353908,10,mid 50%,F,bottom 25%,-0.623051,-0.124804
28,mixed,Mxd,-0.353908,11,mid 50%,F,bottom 25%,0.0043222,-0.042152
28,mixed,Mxd,-0.353908,13,mid 50%,F,bottom 25%,-0.776109,-0.703364
28,mixed,Mxd,-0.353908,14,top 25%,F,bottom 25%,-1.526653,-2.19109
28,mixed,Mxd,-0.353908,15,bottom 25%,F,bottom 25%,-0.129085,1.2802712
28,mixed,Mxd,-0.353908,16,mid 50%,F,bottom 25%,-0.555112,0.3711052
28,mixed,Mxd,-0.353908,17,top 25%,M,bottom 25%,-2.510121,-2.934953
28,mixed,Mxd,-0.353908,21,top 25%,M,bottom 25%,-1.62373,-1.695182
28,mixed,Mxd,-0.353908,22,top 25%,M,bottom 25%,-1.335315,-0.868667
28,mixed,Mxd,-0.353908,23,mid 50%,M,bottom 25%,-0.338842,0.6190592
28,mixed,Mxd,-0.353908,24,top 25%,M,bottom 25%,-1.219486,-1.116621
28,mixed,Mxd,-0.353908,25,bottom 25%,F,bottom 25%,-0.85267,-0.207455
28,mixed,Mxd,-0.353908,27,mid 50%,F,bottom 25%,-0.265159,0.2884532
28,mixed,Mxd,-0.353908,29,mid 50%,M,bottom 25%,-1.335315,0.3711052
28,mixed,Mxd,-0.353908,30,mid 50%,F,bottom 25%,-0.419801,-0.45541
28,mixed,Mxd,-0.353908,32,mid 50%,M,bottom 25%,0.0735362,-0.620713
28,mixed,Mxd,-0.353908,33,mid 50%,F,bottom 25%,-1.029067,0.2884532
28,mixed,Mxd,-0.353908,36,mid 50%,F,bottom 25%,-1.219486,0.0404992
28,mixed,Mxd,-0.353908,37,mid 50%,M,bottom 25%,-1.62373,-0.868667
28,mixed,Mxd,-0.353908,41,mid 50%,M,bottom 25%,-1.029067,-0.703364
28,mixed,Mxd,-0.353908,47,top 25%,M,bottom 25%,0.4781942,-1.61253
28,mixed,Mxd,-0.353908,48,mid 50%,F,bottom 25%,-0.939378,-0.372758
28,mixed,Mxd,-0.353908,54,mid 50%,M,bottom 25%,-0.555112,-0.290107
28,mixed,Mxd,-0.353908,56,mid 50%,F,bottom 25%,-1.118624,0.3711052
28,mixed,Mxd,-0.353908,57,bottom 25%,M,bottom 25%,-1.118624,0.2058022
28,mixed,Mxd,-0.353908,60,top 25%,M,bottom 25%,-0.419801,0.1231502
28,mixed,Mxd,-0.353908,61,bottom 25%,F,bottom 25%,0.0735362,0.7843622
28,mixed,Mxd,-0.353908,63,top 25%,F,bottom 25%,-0.062088,-0.207455
28,mixed,Mxd,-0.353908,64,mid 50%,M,bottom 25%,-1.335315,0.2884532
28,mixed,Mxd,-0.353908,65,bottom 25%,F,bottom 25%,-0.419801,1.6108772
28,mixed,Mxd,-0.353908,66,mid 50%,M,bottom 25%,-1.219486,-0.45541
28,mixed,Mxd,-0.353908,69,mid 50%,M,bottom 25%,0.0043222,0.7843622
28,mixed,Mxd,-0.353908,71,top 25%,M,bottom 25%,-1.836687,-2.025787
28,mixed,Mxd,-0.353908,72,mid 50%,M,bottom 25%,-0.623051,-0.124804
28,mixed,Mxd,-0.353908,73,mid 50%,M,bottom 25%,-0.776109,-0.868667
28,mixed,Mxd,-0.353908,77,mid 50%,M,bottom 25%,-1.438662,-0.868667
28,mixed,Mxd,-0.353908,80,mid 50%,M,bottom 25%,-0.338842,-1.364576
28,mixed,Mxd,-0.353908,83,bottom 25%,F,bottom 25%,0.0735362,0.4537562
28,mixed,Mxd,-0.353908,85,mid 50%,M,bottom 25%,-1.62373,0.3711052
28,mixed,Mxd,-0.353908,87,mid 50%,F,bottom 25%,-0.265159,0.7843622
28,mixed,Mxd,-0.353908,88,top 25%,F,bottom 25%,-1.335315,-1.364576
28,mixed,Mxd,-0.353908,89,top 25%,M,bottom 25%,-1.526653,-1.116621
28,mixed,Mxd,-0.353908,98,bottom 25%,F,bottom 25%,-1.335315,-0.290107
28,mixed,Mxd,-0.353908,99,mid 50%,M,bottom 25%,-1.962075,0.1231502
28,mixed,Mxd,-0.353908,100,top 25%,M,bottom 25%,-1.526653,-0.868667
28,mixed,Mxd,-0.353908,104,top 25%,F,bottom 25%,-1.118624,-1.199273
28,mixed,Mxd,-0.353908,106,mid 50%,M,bottom 25%,-1.029067,-0.786016
28,mixed,Mxd,-0.353908,109,mid 50%,F,bottom 25%,-0.555112,-0.290107
29,girls,Sngl,-0.351834,1,mid 50%,F,bottom 25%,0.3280722,-0.868667
29,girls,Sngl,-0.351834,2,mid 50%,F,bottom 25%,0.2613242,-0.538061
29,girls,Sngl,-0.351834,3,mid 50%,F,bottom 25%,0.0043222,-0.703364
29,girls,Sngl,-0.351834,4,mid 50%,F,bottom 25%,0.8219882,0.1231502
29,girls,Sngl,-0.351834,9,top 25%,F,bottom 25%,0.0043222,-0.786016
29,girls,Sngl,-0.351834,10,mid 50%,F,bottom 25%,1.1758492,-0.372758
29,girls,Sngl,-0.351834,11,bottom 25%,F,bottom 25%,0.6787592,1.0323172
29,girls,Sngl,-0.351834,23,top 25%,F,bottom 25%,0.6107292,-1.529879
29,girls,Sngl,-0.351834,24,top 25%,F,bottom 25%,-0.062088,-1.116621
29,girls,Sngl,-0.351834,26,mid 50%,F,bottom 25%,0.8965662,-0.45541
29,girls,Sngl,-0.351834,34,mid 50%,F,bottom 25%,0.6107292,-1.529879
29,girls,Sngl,-0.351834,36,mid 50%,F,bottom 25%,0.5443412,0.9496652
29,girls,Sngl,-0.351834,40,mid 50%,F,bottom 25%,-0.623051,-1.03397
29,girls,Sngl,-0.351834,42,bottom 25%,F,bottom 25%,1.3747412,0.7843622
29,girls,Sngl,-0.351834,43,mid 50%,F,bottom 25%,0.4781942,0.7843622
29,girls,Sngl,-0.351834,44,mid 50%,F,bottom 25%,0.0735362,-0.372758
29,girls,Sngl,-0.351834,45,mid 50%,F,bottom 25%,-0.419801,-0.868667
29,girls,Sngl,-0.351834,47,bottom 25%,F,bottom 25%,0.9675862,0.2058022
29,girls,Sngl,-0.351834,48,bottom 25%,F,bottom 25%,-0.129085,0.5364082
29,girls,Sngl,-0.351834,50,mid 50%,F,bottom 25%,-0.129085,-0.45541
29,girls,Sngl,-0.351834,54,mid 50%,F,bottom 25%,0.3280722,-0.45541
29,girls,Sngl,-0.351834,56,bottom 25%,F,bottom 25%,0.8965662,-0.207455
29,girls,Sngl,-0.351834,57,mid 50%,F,bottom 25%,0.1941492,-0.786016
29,girls,Sngl,-0.351834,58,mid 50%,F,bottom 25%,-0.265159,0.1231502
29,girls,Sngl,-0.351834,59,mid 50%,F,bottom 25%,-0.265159,-1.03397
29,girls,Sngl,-0.351834,60,mid 50%,F,bottom 25%,-0.623051,-1.03397
29,girls,Sngl,-0.351834,61,top 25%,F,bottom 25%,-0.265159,-1.943136
29,girls,Sngl,-0.351834,62,mid 50%,F,bottom 25%,0.2613242,-0.868667
29,girls,Sngl,-0.351834,63,mid 50%,F,bottom 25%,-0.265159,0.2884532
29,girls,Sngl,-0.351834,64,bottom 25%,F,bottom 25%,0.3280722,0.3711052
29,girls,Sngl,-0.351834,68,bottom 25%,F,bottom 25%,0.6107292,0.4537562
29,girls,Sngl,-0.351834,69,mid 50%,F,bottom 25%,-0.776109,-0.042152
29,girls,Sngl,-0.351834,70,mid 50%,F,bottom 25%,0.2613242,0.2884532
29,girls,Sngl,-0.351834,71,mid 50%,F,bottom 25%,0.2613242,-0.786016
29,girls,Sngl,-0.351834,72,mid 50%,F,bottom 25%,-1.118624,-2.439045
29,girls,Sngl,-0.351834,77,mid 50%,F,bottom 25%,-0.939378,-1.447227
29,girls,Sngl,-0.351834,78,mid 50%,F,bottom 25%,1.3747412,1.1149682
29,girls,Sngl,-0.351834,79,mid 50%,F,bottom 25%,-0.776109,-0.45541
29,girls,Sngl,-0.351834,80,bottom 25%,F,bottom 25%,0.0735362,-0.868667
29,girls,Sngl,-0.351834,81,mid 50%,F,bottom 25%,1.2405332,0.2884532
29,girls,Sngl,-0.351834,83,top 25%,F,bottom 25%,-1.219486,-1.943136
29,girls,Sngl,-0.351834,88,bottom 25%,F,bottom 25%,1.2405332,0.2884532
29,girls,Sngl,-0.351834,96,mid 50%,F,bottom 25%,-1.723882,0.2884532
29,girls,Sngl,-0.351834,100,mid 50%,F,bottom 25%,0.4026692,0.4537562
29,girls,Sngl,-0.351834,101,mid 50%,F,bottom 25%,-0.939378,-0.124804
29,girls,Sngl,-0.351834,103,mid 50%,F,bottom 25%,0.6787592,0.7843622
29,girls,Sngl,-0.351834,104,mid 50%,F,bottom 25%,0.0043222,-0.786016
29,girls,Sngl,-0.351834,105,mid 50%,F,bottom 25%,-0.062088,-0.45541
29,girls,Sngl,-0.351834,108,mid 50%,F,bottom 25%,0.4026692,-0.620713
29,girls,Sngl,-0.351834,112,bottom 25%,F,bottom 25%,1.6618062,2.8506492
29,girls,Sngl,-0.351834,113,top 25%,F,bottom 25%,-0.338842,-1.199273
29,girls,Sngl,-0.351834,115,mid 50%,F,bottom 25%,-0.062088,-0.372758
29,girls,Sngl,-0.351834,118,mid 50%,F,bottom 25%,0.9675862,-0.124804
29,girls,Sngl,-0.351834,119,bottom 25%,F,bottom 25%,0.4026692,0.6190592
29,girls,Sngl,-0.351834,121,mid 50%,F,bottom 25%,-0.555112,0.6190592
29,girls,Sngl,-0.351834,122,mid 50%,F,bottom 25%,0.0043222,-0.620713
29,girls,Sngl,-0.351834,123,mid 50%,F,bottom 25%,-0.623051,-0.45541
29,girls,Sngl,-0.351834,126,mid 50%,F,bottom 25%,-1.219486,-1.199273
29,girls,Sngl,-0.351834,127,mid 50%,F,bottom 25%,0.1340672,-1.199273
29,girls,Sngl,-0.351834,129,mid 50%,F,bottom 25%,0.4026692,1.2802712
29,girls,Sngl,-0.351834,130,mid 50%,F,bottom 25%,0.6107292,0.6190592
29,girls,Sngl,-0.351834,131,mid 50%,F,bottom 25%,-0.939378,-1.199273
29,girls,Sngl,-0.351834,132,mid 50%,F,bottom 25%,-0.776109,-0.951318
29,girls,Sngl,-0.351834,134,mid 50%,F,bottom 25%,-0.265159,-0.45541
29,girls,Sngl,-0.351834,136,bottom 25%,F,bottom 25%,1.3747412,0.3711052
29,girls,Sngl,-0.351834,137,bottom 25%,F,bottom 25%,0.9675862,0.7843622
29,girls,Sngl,-0.351834,138,mid 50%,F,bottom 25%,0.5443412,-0.207455
29,girls,Sngl,-0.351834,139,mid 50%,F,bottom 25%,-0.85267,-0.372758
29,girls,Sngl,-0.351834,142,mid 50%,F,bottom 25%,-0.555112,-0.042152
29,girls,Sngl,-0.351834,147,mid 50%,F,bottom 25%,-0.623051,0.5364082
29,girls,Sngl,-0.351834,150,mid 50%,F,bottom 25%,0.0735362,-1.116621
29,girls,Sngl,-0.351834,151,top 25%,F,bottom 25%,-0.939378,-1.943136
30,girls,Sngl,0.2687752,6,bottom 25%,F,top 25%,0.6787592,0.6190592
30,girls,Sngl,0.2687752,8,bottom 25%,F,top 25%,1.0396082,1.2802712
30,girls,Sngl,0.2687752,9,mid 50%,F,top 25%,-1.335315,-0.124804
30,girls,Sngl,0.2687752,12,mid 50%,F,top 25%,0.1941492,1.1149682
30,girls,Sngl,0.2687752,14,mid 50%,F,top 25%,0.8219882,0.1231502
30,girls,Sngl,0.2687752,16,bottom 25%,F,top 25%,0.6787592,0.7843622
30,girls,Sngl,0.2687752,20,top 25%,F,top 25%,-1.219486,-0.207455
30,girls,Sngl,0.2687752,36,bottom 25%,F,top 25%,1.8138272,0.7843622
30,girls,Sngl,0.2687752,37,mid 50%,F,top 25%,-0.197611,-0.786016
30,girls,Sngl,0.2687752,42,bottom 25%,F,top 25%,1.0396082,2.1067862
30,girls,Sngl,0.2687752,44,mid 50%,F,top 25%,-0.555112,-0.538061
30,girls,Sngl,0.2687752,52,mid 50%,F,top 25%,0.1340672,-0.207455
30,girls,Sngl,0.2687752,55,bottom 25%,F,top 25%,1.8138272,1.1149682
30,girls,Sngl,0.2687752,58,bottom 25%,F,top 25%,2.7018012,2.8506492
30,girls,Sngl,0.2687752,62,bottom 25%,F,top 25%,3.6660912,1.8588312
30,girls,Sngl,0.2687752,64,mid 50%,F,top 25%,1.1758492,0.9496652
30,girls,Sngl,0.2687752,71,bottom 25%,F,top 25%,1.3101422,0.7017112
30,girls,Sngl,0.2687752,73,top 25%,F,top 25%,-1.118624,-0.372758
30,girls,Sngl,0.2687752,75,bottom 25%,F,top 25%,0.8965662,2.8506492
30,girls,Sngl,0.2687752,76,mid 50%,F,top 25%,-0.338842,-0.45541
30,girls,Sngl,0.2687752,77,mid 50%,F,top 25%,-1.335315,-1.695182
30,girls,Sngl,0.2687752,78,mid 50%,F,top 25%,-0.129085,-0.372758
30,girls,Sngl,0.2687752,79,bottom 25%,F,top 25%,2.1029752,1.8588312
30,girls,Sngl,0.2687752,86,mid 50%,F,top 25%,-1.335315,-0.538061
30,girls,Sngl,0.2687752,88,top 25%,F,top 25%,-1.723882,-0.786016
30,girls,Sngl,0.2687752,100,mid 50%,F,top 25%,0.8219882,0.1231502
30,girls,Sngl,0.2687752,103,bottom 25%,F,top 25%,0.3280722,-0.124804
30,girls,Sngl,0.2687752,113,top 25%,F,top 25%,0.1340672,0.0404992
30,girls,Sngl,0.2687752,115,top 25%,F,top 25%,-0.338842,-2.025787
30,girls,Sngl,0.2687752,118,bottom 25%,F,top 25%,1.1094382,0.6190592
30,girls,Sngl,0.2687752,127,mid 50%,F,top 25%,-0.419801,0.7843622
30,girls,Sngl,0.2687752,128,bottom 25%,F,top 25%,0.8965662,0.2058022
30,girls,Sngl,0.2687752,130,bottom 25%,F,top 25%,2.5323522,1.4455742
30,girls,Sngl,0.2687752,131,mid 50%,F,top 25%,0.1340672,-0.290107
30,girls,Sngl,0.2687752,132,mid 50%,F,top 25%,-1.723882,-0.45541
30,girls,Sngl,0.2687752,133,bottom 25%,F,top 25%,1.8138272,1.6108772
30,girls,Sngl,0.2687752,137,top 25%,F,top 25%,-1.335315,-0.290107
30,girls,Sngl,0.2687752,139,mid 50%,F,top 25%,0.4781942,0.3711052
30,girls,Sngl,0.2687752,141,top 25%,F,top 25%,-1.836687,-0.951318
31,girls,Sngl,-0.490832,1,mid 50%,F,bottom 25%,-0.338842,0.2058022
31,girls,Sngl,-0.490832,3,mid 50%,F,bottom 25%,0.7472282,0.0404992
31,girls,Sngl,-0.490832,4,mid 50%,F,bottom 25%,0.2613242,-0.124804
31,girls,Sngl,-0.490832,7,top 25%,F,bottom 25%,-0.939378,-0.951318
31,girls,Sngl,-0.490832,9,mid 50%,F,bottom 25%,0.5443412,0.2058022
31,girls,Sngl,-0.490832,11,mid 50%,F,bottom 25%,0.7472282,-0.372758
31,girls,Sngl,-0.490832,19,mid 50%,F,bottom 25%,-0.699505,-0.620713
31,girls,Sngl,-0.490832,20,mid 50%,F,bottom 25%,-0.062088,-0.042152
31,girls,Sngl,-0.490832,22,top 25%,F,bottom 25%,-0.85267,-1.116621
31,girls,Sngl,-0.490832,24,top 25%,F,bottom 25%,-0.265159,-1.03397
31,girls,Sngl,-0.490832,30,mid 50%,F,bottom 25%,-1.029067,-0.207455
31,girls,Sngl,-0.490832,32,mid 50%,F,bottom 25%,-1.219486,-0.45541
31,girls,Sngl,-0.490832,33,top 25%,F,bottom 25%,-0.776109,-1.116621
31,girls,Sngl,-0.490832,35,bottom 25%,F,bottom 25%,0.4781942,0.5364082
31,girls,Sngl,-0.490832,36,top 25%,F,bottom 25%,-0.776109,-0.951318
31,girls,Sngl,-0.490832,42,mid 50%,F,bottom 25%,0.7472282,-0.290107
31,girls,Sngl,-0.490832,44,top 25%,F,bottom 25%,0.0735362,-1.777833
31,girls,Sngl,-0.490832,52,mid 50%,F,bottom 25%,0.0043222,-0.124804
31,girls,Sngl,-0.490832,53,mid 50%,F,bottom 25%,-0.699505,-0.207455
31,girls,Sngl,-0.490832,54,top 25%,F,bottom 25%,-1.526653,-0.703364
31,girls,Sngl,-0.490832,70,top 25%,F,bottom 25%,-0.419801,-1.860484
31,girls,Sngl,-0.490832,74,mid 50%,F,bottom 25%,-0.776109,-0.290107
31,girls,Sngl,-0.490832,76,top 25%,F,bottom 25%,0.1340672,-2.025787
31,girls,Sngl,-0.490832,79,mid 50%,F,bottom 25%,1.1094382,0.4537562
31,girls,Sngl,-0.490832,83,mid 50%,F,bottom 25%,0.1941492,-0.372758
31,girls,Sngl,-0.490832,88,mid 50%,F,bottom 25%,0.4026692,0.2058022
31,girls,Sngl,-0.490832,89,bottom 25%,F,bottom 25%,0.1340672,0.6190592
31,girls,Sngl,-0.490832,91,top 25%,F,bottom 25%,-1.836687,-1.364576
31,girls,Sngl,-0.490832,93,mid 50%,F,bottom 25%,-0.338842,-0.620713
31,girls,Sngl,-0.490832,94,mid 50%,F,bottom 25%,-0.129085,-0.868667
31,girls,Sngl,-0.490832,95,mid 50%,F,bottom 25%,0.4781942,-0.290107
31,girls,Sngl,-0.490832,100,mid 50%,F,bottom 25%,0.7472282,0.1231502
31,girls,Sngl,-0.490832,103,mid 50%,F,bottom 25%,-0.265159,-2.356393
